OwnX,OwnY,OwnW,OwnDir,OwnDist,,,
50,-78,103,-147,1,,,
51,-77,111,-146,1,,,
51,-77,111,-146,1,,,
51,-77,111,-146,1,,,
52,-77,109,-145,1,,,
52,-77,109,-145,1,,,
52,-77,109,-145,1,,,
53,-77,106,-145,1,,,
53,-77,106,-145,1,,,
53,-77,106,-145,1,,,
53,-77,106,-145,1,,,
55,-77,111,-144,1,,,
55,-77,111,-144,1,,,
55,-77,111,-144,1,,,
55,-77,110,-144,1,,,
55,-77,110,-144,1,,,
55,-77,110,-144,1,,,
54,-76,108,-144,1,,,
54,-76,108,-144,1,,,
54,-76,108,-144,1,,,
54,-76,108,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
55,-76,108,-144,1,,,
55,-76,108,-144,1,,,
55,-76,108,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,111,-144,1,,,
54,-75,110,-144,1,,,
54,-75,110,-144,1,,,
54,-75,110,-144,1,,,
54,-75,106,-144,1,,,
54,-75,106,-144,1,,,
54,-75,106,-144,1,,,
54,-75,107,-144,1,,,
54,-75,107,-144,1,,,
54,-75,107,-144,1,,,
54,-75,107,-144,1,,,
55,-75,111,-143,1,,,
55,-75,111,-143,1,,,
55,-75,111,-143,1,,,
55,-77,110,-144,1,,,
55,-77,110,-144,1,,,
55,-77,110,-144,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-74,106,-143,1,,,
54,-75,108,-144,1,,,
54,-75,108,-144,1,,,
54,-75,108,-144,1,,,
54,-75,113,-144,1,,,
54,-75,113,-144,1,,,
54,-75,113,-144,1,,,
52,-76,114,-145,1,,,
52,-76,114,-145,1,,,
52,-76,114,-145,1,,,
47,-78,114,-148,1,,,
47,-78,114,-148,1,,,
47,-78,114,-148,1,,,
47,-78,114,-148,1,,,
42,-80,116,-152,1,,,
42,-80,116,-152,1,,,
42,-80,116,-152,1,,,
37,-82,118,-155,1,,,
37,-82,118,-155,1,,,
37,-82,118,-155,1,,,
34,-83,123,-157,1,,,
34,-83,123,-157,1,,,
34,-83,123,-157,1,,,
34,-83,124,-157,1,,,
34,-83,124,-157,1,,,
34,-83,124,-157,1,,,
34,-83,124,-157,1,,,
37,-82,124,-155,1,,,
37,-82,124,-155,1,,,
37,-82,124,-155,1,,,
38,-81,124,-154,1,,,
38,-81,124,-154,1,,,
38,-81,124,-154,1,,,
38,-81,126,-154,1,,,
38,-81,126,-154,1,,,
38,-81,126,-154,1,,,
38,-81,126,-154,1,,,
37,-81,126,-155,1,,,
37,-81,126,-155,1,,,
37,-81,126,-155,1,,,
36,-81,128,-156,1,,,
36,-81,128,-156,1,,,
36,-81,128,-156,1,,,
35,-81,130,-156,1,,,
35,-81,130,-156,1,,,
35,-81,130,-156,1,,,
33,-82,135,-158,1,,,
33,-82,135,-158,1,,,
33,-82,135,-158,1,,,
33,-82,135,-158,1,,,
29,-82,137,-160,1,,,
29,-82,137,-160,1,,,
29,-82,137,-160,1,,,
25,-83,140,-163,1,,,
25,-83,140,-163,1,,,
25,-83,140,-163,1,,,
21,-84,144,-165,1,,,
21,-84,144,-165,1,,,
21,-84,144,-165,1,,,
17,-84,143,-168,1,,,
17,-84,143,-168,1,,,
17,-84,143,-168,1,,,
17,-84,143,-168,1,,,
13,-85,144,-171,1,,,
13,-85,144,-171,1,,,
13,-85,144,-171,1,,,
11,-85,145,-172,1,,,
11,-85,145,-172,1,,,
11,-85,145,-172,1,,,
9,-85,144,-173,131,,,
9,-85,144,-173,131,,,
9,-85,144,-173,131,,,
9,-85,144,-173,131,,,
6,-85,144,-175,134,,,
6,-85,144,-175,134,,,
6,-85,144,-175,134,,,
4,-85,144,-177,135,,,
4,-85,144,-177,135,,,
4,-85,144,-177,135,,,
2,-85,142,-178,1,,,
2,-85,142,-178,1,,,
2,-85,142,-178,1,,,
-1,-84,144,179,1,,,
-1,-84,144,179,1,,,
-1,-84,144,179,1,,,
-1,-84,144,179,1,,,
-3,-84,142,177,131,,,
-3,-84,142,177,131,,,
-3,-84,142,177,131,,,
-6,-85,139,175,132,,,
-6,-85,139,175,132,,,
-6,-85,139,175,132,,,
-7,-84,138,175,131,,,
-7,-84,138,175,131,,,
-7,-84,138,175,131,,,
-10,-85,135,173,134,,,
-10,-85,135,173,134,,,
-10,-85,135,173,134,,,
-10,-85,135,173,134,,,
-12,-85,132,171,135,,,
-12,-85,132,171,135,,,
-12,-85,132,171,135,,,
-15,-84,132,169,133,,,
-15,-84,132,169,133,,,
-15,-84,132,169,133,,,
-19,-83,130,167,132,,,
-19,-83,130,167,132,,,
-19,-83,130,167,132,,,
-21,-83,126,165,125,,,
-21,-83,126,165,125,,,
-21,-83,126,165,125,,,
-23,-82,126,164,126,,,
-23,-82,126,164,126,,,
-23,-82,126,164,126,,,
-23,-82,126,164,126,,,
-25,-81,126,162,133,,,
-25,-81,126,162,133,,,
-25,-81,126,162,133,,,
-28,-80,112,160,125,,,
-28,-80,112,160,125,,,
-28,-80,112,160,125,,,
-30,-79,113,159,124,,,
-30,-79,113,159,124,,,
-30,-79,113,159,124,,,
-32,-78,105,157,126,,,
-32,-78,105,157,126,,,
-32,-78,105,157,126,,,
-32,-78,105,157,126,,,
-32,-77,122,157,125,,,
-32,-77,122,157,125,,,
-32,-77,122,157,125,,,
-37,-76,98,154,126,,,
-37,-76,98,154,126,,,
-37,-76,98,154,126,,,
-38,-75,98,153,124,,,
-38,-75,98,153,124,,,
-38,-75,98,153,124,,,
-41,-74,98,151,124,,,
-41,-74,98,151,124,,,
-41,-74,98,151,124,,,
-41,-74,98,151,124,,,
-43,-72,96,149,125,,,
-43,-72,96,149,125,,,
-43,-72,96,149,125,,,
-45,-71,96,147,125,,,
-45,-71,96,147,125,,,
-45,-71,96,147,125,,,
-48,-69,96,145,126,,,
-48,-69,96,145,126,,,
-48,-69,96,145,126,,,
-50,-67,100,143,125,,,
-50,-67,100,143,125,,,
-50,-67,100,143,125,,,
-50,-67,100,143,125,,,
-53,-65,106,140,126,,,
-53,-65,106,140,126,,,
-53,-65,106,140,126,,,
-59,-62,128,136,125,,,
-59,-62,128,136,125,,,
-59,-62,128,136,125,,,
-55,-62,94,138,128,,,
-55,-62,94,138,128,,,
-55,-62,94,138,128,,,
-63,-59,128,133,131,,,
-63,-59,128,133,131,,,
-63,-59,128,133,131,,,
-63,-59,128,133,131,,,
-57,-59,101,135,130,,,
-57,-59,101,135,130,,,
-57,-59,101,135,130,,,
-57,-58,92,135,133,,,
-57,-58,92,135,133,,,
-57,-58,92,135,133,,,
-58,-56,90,133,134,,,
-58,-56,90,133,134,,,
-58,-56,90,133,134,,,
-59,-53,92,131,130,,,
-59,-53,92,131,130,,,
-59,-53,92,131,130,,,
-59,-53,92,131,130,,,
-58,-51,92,131,133,,,
-58,-51,92,131,133,,,
-58,-51,92,131,133,,,
-59,-49,90,129,137,,,
-59,-49,90,129,137,,,
-59,-49,90,129,137,,,
-59,-44,90,126,137,,,
-59,-44,90,126,137,,,
-59,-44,90,126,137,,,
-60,-40,86,123,137,,,
-60,-40,86,123,137,,,
-60,-40,86,123,137,,,
-60,-40,86,123,137,,,
-61,-40,86,123,137,,,
-61,-40,86,123,137,,,
-61,-40,86,123,137,,,
-61,-41,87,123,135,,,
-61,-41,87,123,135,,,
-61,-41,87,123,135,,,
-61,-41,85,123,135,,,
-61,-41,85,123,135,,,
-61,-41,85,123,135,,,
-61,-40,84,123,135,,,
-61,-40,84,123,135,,,
-61,-40,84,123,135,,,
-61,-40,84,123,134,,,
-61,-40,84,123,134,,,
-61,-40,84,123,134,,,
-61,-40,84,123,134,,,
-60,-41,86,124,135,,,
-60,-41,86,124,135,,,
-60,-41,86,124,135,,,
-60,-41,84,124,136,,,
-60,-41,84,124,136,,,
-60,-41,84,124,136,,,
-60,-41,84,124,134,,,
-60,-41,84,124,134,,,
-60,-41,84,124,134,,,
-59,-39,84,123,134,,,
-59,-39,84,123,134,,,
-59,-39,84,123,134,,,
-59,-39,84,123,134,,,
-61,-39,86,122,136,,,
-61,-39,86,122,136,,,
-61,-39,86,122,136,,,
-62,-39,87,122,135,,,
-62,-39,87,122,135,,,
-62,-39,87,122,135,,,
-63,-38,87,121,134,,,
-63,-38,87,121,134,,,
-63,-38,87,121,134,,,
-62,-39,87,122,136,,,
-62,-39,87,122,136,,,
-62,-39,87,122,136,,,
-62,-39,87,122,136,,,
-62,-40,86,122,132,,,
-62,-40,86,122,132,,,
-62,-40,86,122,132,,,
-61,-40,86,123,134,,,
-61,-40,86,123,134,,,
-61,-40,86,123,134,,,
-61,-41,88,123,137,,,
-61,-41,88,123,137,,,
-61,-41,88,123,137,,,
-63,-37,85,120,135,,,
-63,-37,85,120,135,,,
-63,-37,85,120,135,,,
-63,-37,85,120,135,,,
-64,-36,83,119,135,,,
-64,-36,83,119,135,,,
-64,-36,83,119,135,,,
-68,-30,90,113,132,,,
-68,-30,90,113,132,,,
-68,-30,90,113,132,,,
-68,-28,87,112,133,,,
-68,-28,87,112,133,,,
-68,-28,87,112,133,,,
-68,-30,85,113,136,,,
-68,-30,85,113,136,,,
-68,-30,85,113,136,,,
-68,-30,85,113,136,,,
-65,-35,83,118,135,,,
-65,-35,83,118,135,,,
-65,-35,83,118,135,,,
-61,-41,82,123,134,,,
-61,-41,82,123,134,,,
-61,-41,82,123,134,,,
-59,-43,86,126,135,,,
-59,-43,86,126,135,,,
-59,-43,86,126,135,,,
-61,-41,84,123,136,,,
-61,-41,84,123,136,,,
-61,-41,84,123,136,,,
-61,-41,84,123,136,,,
-63,-38,83,121,134,,,
-63,-38,83,121,134,,,
-63,-38,83,121,134,,,
-66,-31,82,115,134,,,
-66,-31,82,115,134,,,
-66,-31,82,115,134,,,
-68,-29,84,113,136,,,
-68,-29,84,113,136,,,
-68,-29,84,113,136,,,
-67,-31,80,114,136,,,
-67,-31,80,114,136,,,
-67,-31,80,114,136,,,
-67,-31,80,114,136,,,
-64,-38,88,120,135,,,
-64,-38,88,120,135,,,
-64,-38,88,120,135,,,
-60,-43,83,125,134,,,
-60,-43,83,125,134,,,
-60,-43,83,125,134,,,
-61,-43,85,125,135,,,
-61,-43,85,125,135,,,
-61,-43,85,125,135,,,
-61,-43,85,125,135,,,
-60,-42,86,124,138,,,
-60,-42,86,124,138,,,
-60,-42,86,124,138,,,
-62,-41,88,123,136,,,
-62,-41,88,123,136,,,
-62,-41,88,123,136,,,
-62,-40,92,122,135,,,
-62,-40,92,122,135,,,
-62,-40,92,122,135,,,
-63,-40,97,122,139,,,
-63,-40,97,122,139,,,
-63,-40,97,122,139,,,
-61,-45,96,126,138,,,
-61,-45,96,126,138,,,
-61,-45,96,126,138,,,
-61,-45,96,126,138,,,
-60,-48,95,128,140,,,
-60,-48,95,128,140,,,
-60,-48,95,128,140,,,
-58,-52,96,131,140,,,
-58,-52,96,131,140,,,
-58,-52,96,131,140,,,
-63,-55,140,131,79,,,
-63,-55,140,131,79,,,
-63,-55,140,131,79,,,
-62,-56,140,132,81,,,
-62,-56,140,132,81,,,
-62,-56,140,132,81,,,
-62,-56,140,132,81,,,
-60,-57,134,133,129,,,
-60,-57,134,133,129,,,
-60,-57,134,133,129,,,
-60,-59,136,134,130,,,
-60,-59,136,134,130,,,
-60,-59,136,134,130,,,
-59,-60,137,135,128,,,
-59,-60,137,135,128,,,
-59,-60,137,135,128,,,
-59,-61,146,135,129,,,
-59,-61,146,135,129,,,
-59,-61,146,135,129,,,
-59,-61,146,135,129,,,
-57,-62,143,137,128,,,
-57,-62,143,137,128,,,
-57,-62,143,137,128,,,
-52,-66,140,141,125,,,
-52,-66,140,141,125,,,
-52,-66,140,141,125,,,
-41,-70,145,149,127,,,
-41,-70,145,149,127,,,
-41,-70,145,149,127,,,
-36,-72,128,153,128,,,
-36,-72,128,153,128,,,
-36,-72,128,153,128,,,
-36,-72,128,153,128,,,
-34,-75,116,155,128,,,
-34,-75,116,155,128,,,
-34,-75,116,155,128,,,
-32,-75,118,156,128,,,
-32,-75,118,156,128,,,
-32,-75,118,156,128,,,
-28,-76,128,159,128,,,
-28,-76,128,159,128,,,
-28,-76,128,159,128,,,
-27,-78,132,160,129,,,
-27,-78,132,160,129,,,
-27,-78,132,160,129,,,
-27,-78,132,160,129,,,
-24,-80,134,163,1,,,
-24,-80,134,163,1,,,
-24,-80,134,163,1,,,
-20,-81,137,166,97,,,
-20,-81,137,166,97,,,
-20,-81,137,166,97,,,
-18,-82,132,167,132,,,
-18,-82,132,167,132,,,
-18,-82,132,167,132,,,
-15,-83,136,169,132,,,
-15,-83,136,169,132,,,
-15,-83,136,169,132,,,
-12,-82,139,171,131,,,
-12,-82,139,171,131,,,
-12,-82,139,171,131,,,
-12,-82,139,171,131,,,
-7,-82,144,175,1,,,
-7,-82,144,175,1,,,
-7,-82,144,175,1,,,
-3,-82,148,177,1,,,
-3,-82,148,177,1,,,
-3,-82,148,177,1,,,
1,-82,152,-179,134,,,
1,-82,152,-179,134,,,
1,-82,152,-179,134,,,
1,-82,152,-179,134,,,
6,-82,156,-175,1,,,
6,-82,156,-175,1,,,
6,-82,156,-175,1,,,
10,-82,157,-173,1,,,
10,-82,157,-173,1,,,
10,-82,157,-173,1,,,
13,-82,155,-170,137,,,
13,-82,155,-170,137,,,
13,-82,155,-170,137,,,
15,-82,154,-169,1,,,
15,-82,154,-169,1,,,
15,-82,154,-169,1,,,
15,-82,154,-169,1,,,
17,-81,151,-168,1,,,
17,-81,151,-168,1,,,
17,-81,151,-168,1,,,
19,-82,152,-166,1,,,
19,-82,152,-166,1,,,
19,-82,152,-166,1,,,
21,-81,150,-165,1,,,
21,-81,150,-165,1,,,
21,-81,150,-165,1,,,
25,-81,150,-162,1,,,
25,-81,150,-162,1,,,
25,-81,150,-162,1,,,
25,-81,150,-162,1,,,
30,-80,152,-159,1,,,
30,-80,152,-159,1,,,
30,-80,152,-159,1,,,
33,-79,143,-157,1,,,
33,-79,143,-157,1,,,
33,-79,143,-157,1,,,
36,-78,141,-155,1,,,
36,-78,141,-155,1,,,
36,-78,141,-155,1,,,
38,-78,147,-154,1,,,
38,-78,147,-154,1,,,
38,-78,147,-154,1,,,
38,-78,147,-154,1,,,
39,-78,134,-153,1,,,
39,-78,134,-153,1,,,
39,-78,134,-153,1,,,
41,-78,133,-152,1,,,
41,-78,133,-152,1,,,
41,-78,133,-152,1,,,
43,-78,133,-151,1,,,
43,-78,133,-151,1,,,
43,-78,133,-151,1,,,
45,-77,124,-149,1,,,
45,-77,124,-149,1,,,
45,-77,124,-149,1,,,
45,-77,124,-149,1,,,
49,-76,119,-147,1,,,
49,-76,119,-147,1,,,
49,-76,119,-147,1,,,
52,-75,114,-145,1,,,
52,-75,114,-145,1,,,
52,-75,114,-145,1,,,
55,-73,108,-143,1,,,
55,-73,108,-143,1,,,
55,-73,108,-143,1,,,
58,-70,109,-140,1,,,
58,-70,109,-140,1,,,
58,-70,109,-140,1,,,
58,-70,109,-140,1,,,
63,-69,115,-137,1,,,
63,-69,115,-137,1,,,
63,-69,115,-137,1,,,
65,-67,108,-135,1,,,
65,-67,108,-135,1,,,
65,-67,108,-135,1,,,
67,-66,116,-134,1,,,
67,-66,116,-134,1,,,
67,-66,116,-134,1,,,
67,-66,116,-134,1,,,
67,-66,108,-134,1,,,
67,-66,108,-134,1,,,
67,-66,108,-134,1,,,
68,-65,106,-133,1,,,
68,-65,106,-133,1,,,
68,-65,106,-133,1,,,
69,-62,105,-131,1,,,
69,-62,105,-131,1,,,
69,-62,105,-131,1,,,
72,-59,102,-129,1,,,
72,-59,102,-129,1,,,
72,-59,102,-129,1,,,
72,-59,102,-129,1,,,
76,-50,100,-123,1,,,
76,-50,100,-123,1,,,
76,-50,100,-123,1,,,
81,-41,102,-116,1,,,
81,-41,102,-116,1,,,
81,-41,102,-116,1,,,
85,-34,106,-111,1,,,
85,-34,106,-111,1,,,
85,-34,106,-111,1,,,
84,-30,108,-109,1,,,
84,-30,108,-109,1,,,
84,-30,108,-109,1,,,
84,-30,108,-109,1,,,
85,-28,106,-108,1,,,
85,-28,106,-108,1,,,
85,-28,106,-108,1,,,
83,-28,107,-108,1,,,
83,-28,107,-108,1,,,
83,-28,107,-108,1,,,
82,-27,104,-108,1,,,
82,-27,104,-108,1,,,
82,-27,104,-108,1,,,
80,-29,100,-109,1,,,
80,-29,100,-109,1,,,
80,-29,100,-109,1,,,
80,-29,100,-109,1,,,
80,-29,101,-109,1,,,
80,-29,101,-109,1,,,
80,-29,101,-109,1,,,
80,-30,102,-110,1,,,
80,-30,102,-110,1,,,
80,-30,102,-110,1,,,
80,-30,100,-110,1,,,
80,-30,100,-110,1,,,
80,-30,100,-110,1,,,
80,-30,98,-110,1,,,
80,-30,98,-110,1,,,
80,-30,98,-110,1,,,
80,-30,98,-110,1,,,
81,-30,98,-110,1,,,
81,-30,98,-110,1,,,
81,-30,98,-110,1,,,
81,-30,99,-110,1,,,
81,-30,99,-110,1,,,
81,-30,99,-110,1,,,
82,-30,98,-110,1,,,
82,-30,98,-110,1,,,
82,-30,98,-110,1,,,
82,-30,98,-110,1,,,
82,-32,96,-111,1,,,
82,-32,96,-111,1,,,
82,-32,96,-111,1,,,
82,-33,98,-111,1,,,
82,-33,98,-111,1,,,
82,-33,98,-111,1,,,
82,-34,96,-112,1,,,
82,-34,96,-112,1,,,
82,-34,96,-112,1,,,
83,-34,96,-112,1,,,
83,-34,96,-112,1,,,
83,-34,96,-112,1,,,
83,-34,96,-112,1,,,
84,-32,98,-110,1,,,
84,-32,98,-110,1,,,
84,-32,98,-110,1,,,
86,-31,97,-109,1,,,
86,-31,97,-109,1,,,
86,-31,97,-109,1,,,
86,-31,99,-109,1,,,
86,-31,99,-109,1,,,
86,-31,99,-109,1,,,
86,-31,99,-109,1,,,
86,-32,100,-110,1,,,
86,-32,100,-110,1,,,
86,-32,100,-110,1,,,
87,-34,99,-111,1,,,
87,-34,99,-111,1,,,
87,-34,99,-111,1,,,
86,-36,98,-112,1,,,
86,-36,98,-112,1,,,
86,-36,98,-112,1,,,
86,-36,98,-112,1,,,
88,-37,98,-112,1,,,
88,-37,98,-112,1,,,
88,-37,98,-112,1,,,
86,-38,98,-113,1,,,
86,-38,98,-113,1,,,
86,-38,98,-113,1,,,
86,-40,95,-114,1,,,
86,-40,95,-114,1,,,
86,-40,95,-114,1,,,
85,-43,96,-116,1,,,
85,-43,96,-116,1,,,
85,-43,96,-116,1,,,
85,-43,96,-116,1,,,
84,-46,96,-118,1,,,
84,-46,96,-118,1,,,
84,-46,96,-118,1,,,
82,-50,96,-121,1,,,
82,-50,96,-121,1,,,
82,-50,96,-121,1,,,
79,-53,98,-123,1,,,
79,-53,98,-123,1,,,
79,-53,98,-123,1,,,
76,-56,97,-126,1,,,
76,-56,97,-126,1,,,
76,-56,97,-126,1,,,
76,-56,97,-126,1,,,
75,-58,96,-127,1,,,
75,-58,96,-127,1,,,
75,-58,96,-127,1,,,
74,-60,96,-129,1,,,
74,-60,96,-129,1,,,
74,-60,96,-129,1,,,
72,-61,95,-130,1,,,
72,-61,95,-130,1,,,
72,-61,95,-130,1,,,
71,-63,99,-131,1,,,
71,-63,99,-131,1,,,
71,-63,99,-131,1,,,
71,-63,99,-131,1,,,
70,-65,96,-132,1,,,
70,-65,96,-132,1,,,
70,-65,96,-132,1,,,
69,-66,94,-133,1,,,
69,-66,94,-133,1,,,
69,-66,94,-133,1,,,
68,-65,97,-133,1,,,
68,-65,97,-133,1,,,
68,-65,97,-133,1,,,
68,-65,97,-133,1,,,
67,-66,98,-134,1,,,
67,-66,98,-134,1,,,
67,-66,98,-134,1,,,
66,-67,96,-135,1,,,
66,-67,96,-135,1,,,
66,-67,96,-135,1,,,
63,-69,97,-137,1,,,
63,-69,97,-137,1,,,
63,-69,97,-137,1,,,
62,-72,100,-139,1,,,
62,-72,100,-139,1,,,
62,-72,100,-139,1,,,
62,-72,100,-139,1,,,
60,-73,100,-140,1,,,
60,-73,100,-140,1,,,
60,-73,100,-140,1,,,
60,-74,102,-140,1,,,
60,-74,102,-140,1,,,
60,-74,102,-140,1,,,
60,-73,104,-140,1,,,
60,-73,104,-140,1,,,
60,-73,104,-140,1,,,
59,-73,105,-141,1,,,
59,-73,105,-141,1,,,
59,-73,105,-141,1,,,
59,-73,105,-141,1,,,
57,-72,108,-141,1,,,
57,-72,108,-141,1,,,
57,-72,108,-141,1,,,
55,-73,111,-143,1,,,
55,-73,111,-143,1,,,
55,-73,111,-143,1,,,
51,-74,112,-145,1,,,
51,-74,112,-145,1,,,
51,-74,112,-145,1,,,
48,-77,116,-148,1,,,
48,-77,116,-148,1,,,
48,-77,116,-148,1,,,
48,-77,116,-148,1,,,
45,-77,121,-149,1,,,
45,-77,121,-149,1,,,
45,-77,121,-149,1,,,
42,-78,129,-151,1,,,
42,-78,129,-151,1,,,
42,-78,129,-151,1,,,
39,-79,128,-153,1,,,
39,-79,128,-153,1,,,
39,-79,128,-153,1,,,
39,-79,128,-153,1,,,
36,-79,133,-155,1,,,
36,-79,133,-155,1,,,
36,-79,133,-155,1,,,
33,-80,138,-157,1,,,
33,-80,138,-157,1,,,
33,-80,138,-157,1,,,
28,-81,142,-160,1,,,
28,-81,142,-160,1,,,
28,-81,142,-160,1,,,
22,-81,147,-164,1,,,
22,-81,147,-164,1,,,
22,-81,147,-164,1,,,
22,-81,147,-164,1,,,
17,-83,148,-168,1,,,
17,-83,148,-168,1,,,
17,-83,148,-168,1,,,
11,-84,150,-172,132,,,
11,-84,150,-172,132,,,
11,-84,150,-172,132,,,
6,-84,152,-175,1,,,
6,-84,152,-175,1,,,
6,-84,152,-175,1,,,
3,-83,148,-177,132,,,
3,-83,148,-177,132,,,
3,-83,148,-177,132,,,
3,-83,148,-177,132,,,
1,-83,148,-179,134,,,
1,-83,148,-179,134,,,
1,-83,148,-179,134,,,
-1,-83,146,179,132,,,
-1,-83,146,179,132,,,
-1,-83,146,179,132,,,
-3,-83,145,177,132,,,
-3,-83,145,177,132,,,
-3,-83,145,177,132,,,
-6,-83,143,175,1,,,
-6,-83,143,175,1,,,
-6,-83,143,175,1,,,
-6,-83,143,175,1,,,
-12,-84,137,171,99,,,
-12,-84,137,171,99,,,
-12,-84,137,171,99,,,
-17,-83,134,168,97,,,
-17,-83,134,168,97,,,
-17,-83,134,168,97,,,
-22,-81,129,164,97,,,
-22,-81,129,164,97,,,
-22,-81,129,164,97,,,
-27,-79,124,161,97,,,
-27,-79,124,161,97,,,
-27,-79,124,161,97,,,
-27,-79,124,161,97,,,
-32,-77,126,157,1,,,
-32,-77,126,157,1,,,
-32,-77,126,157,1,,,
-38,-75,102,153,123,,,
-38,-75,102,153,123,,,
-38,-75,102,153,123,,,
-41,-74,98,151,121,,,
-41,-74,98,151,121,,,
-41,-74,98,151,121,,,
-41,-74,98,151,121,,,
-43,-74,96,149,129,,,
-43,-74,96,149,129,,,
-43,-74,96,149,129,,,
-45,-72,94,147,121,,,
-45,-72,94,147,121,,,
-45,-72,94,147,121,,,
-47,-71,93,146,120,,,
-47,-71,93,146,120,,,
-47,-71,93,146,120,,,
-49,-70,94,145,124,,,
-49,-70,94,145,124,,,
-49,-70,94,145,124,,,
-49,-70,94,145,124,,,
-51,-67,93,142,126,,,
-51,-67,93,142,126,,,
-51,-67,93,142,126,,,
-55,-64,105,139,125,,,
-55,-64,105,139,125,,,
-55,-64,105,139,125,,,
-62,-61,132,134,125,,,
-62,-61,132,134,125,,,
-62,-61,132,134,125,,,
-65,-59,139,132,128,,,
-65,-59,139,132,128,,,
-65,-59,139,132,128,,,
-65,-59,139,132,128,,,
-65,-58,130,131,79,,,
-65,-58,130,131,79,,,
-65,-58,130,131,79,,,
-58,-59,100,135,134,,,
-58,-59,100,135,134,,,
-58,-59,100,135,134,,,
-58,-58,93,135,136,,,
-58,-58,93,135,136,,,
-58,-58,93,135,136,,,
-59,-56,93,133,136,,,
-59,-56,93,133,136,,,
-59,-56,93,133,136,,,
-59,-56,93,133,136,,,
-60,-53,101,131,138,,,
-60,-53,101,131,138,,,
-60,-53,101,131,138,,,
-62,-50,94,128,137,,,
-62,-50,94,128,137,,,
-62,-50,94,128,137,,,
-62,-48,92,127,136,,,
-62,-48,92,127,136,,,
-62,-48,92,127,136,,,
-63,-46,96,126,137,,,
-63,-46,96,126,137,,,
-63,-46,96,126,137,,,
-63,-46,96,126,137,,,
-64,-44,94,124,135,,,
-64,-44,94,124,135,,,
-64,-44,94,124,135,,,
-65,-39,92,120,134,,,
-65,-39,92,120,134,,,
-65,-39,92,120,134,,,
-67,-37,88,118,135,,,
-67,-37,88,118,135,,,
-67,-37,88,118,135,,,
-67,-35,90,117,135,,,
-67,-35,90,117,135,,,
-67,-35,90,117,135,,,
-66,-36,90,118,135,,,
-66,-36,90,118,135,,,
-66,-36,90,118,135,,,
-66,-36,90,118,135,,,
-66,-35,91,117,137,,,
-66,-35,91,117,137,,,
-66,-35,91,117,137,,,
-65,-36,88,118,133,,,
-65,-36,88,118,133,,,
-65,-36,88,118,133,,,
-64,-37,84,120,134,,,
-64,-37,84,120,134,,,
-64,-37,84,120,134,,,
-64,-38,84,120,135,,,
-64,-38,84,120,135,,,
-64,-38,84,120,135,,,
-64,-38,84,120,135,,,
-63,-39,87,121,133,,,
-63,-39,87,121,133,,,
-63,-39,87,121,133,,,
-62,-39,83,122,134,,,
-62,-39,83,122,134,,,
-62,-39,83,122,134,,,
-61,-40,80,123,134,,,
-61,-40,80,123,134,,,
-61,-40,80,123,134,,,
-61,-40,82,123,136,,,
-61,-40,82,123,136,,,
-61,-40,82,123,136,,,
-61,-40,82,123,136,,,
-60,-42,85,124,133,,,
-60,-42,85,124,133,,,
-60,-42,85,124,133,,,
-60,-42,86,124,135,,,
-60,-42,86,124,135,,,
-60,-42,86,124,135,,,
-58,-45,86,127,135,,,
-58,-45,86,127,135,,,
-58,-45,86,127,135,,,
-55,-47,89,130,135,,,
-55,-47,89,130,135,,,
-55,-47,89,130,135,,,
-55,-47,89,130,135,,,
-56,-50,88,131,132,,,
-56,-50,88,131,132,,,
-56,-50,88,131,132,,,
-56,-52,92,132,134,,,
-56,-52,92,132,134,,,
-56,-52,92,132,134,,,
-54,-56,96,136,131,,,
-54,-56,96,136,131,,,
-54,-56,96,136,131,,,
-58,-56,127,133,131,,,
-58,-56,127,133,131,,,
-58,-56,127,133,131,,,
-58,-56,127,133,131,,,
-53,-58,97,137,81,,,
-53,-58,97,137,81,,,
-53,-58,97,137,81,,,
-59,-59,134,135,139,,,
-59,-59,134,135,139,,,
-59,-59,134,135,139,,,
-53,-60,108,138,134,,,
-53,-60,108,138,134,,,
-53,-60,108,138,134,,,
-53,-61,110,139,127,,,
-53,-61,110,139,127,,,
-53,-61,110,139,127,,,
-53,-61,110,139,127,,,
-58,-61,146,136,129,,,
-58,-61,146,136,129,,,
-58,-61,146,136,129,,,
-58,-62,147,136,128,,,
-58,-62,147,136,128,,,
-58,-62,147,136,128,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-59,-63,149,136,126,,,
-57,-63,138,137,126,,,
-57,-63,138,137,126,,,
-57,-63,138,137,126,,,
-59,-62,139,136,1,,,
-59,-62,139,136,1,,,
-59,-62,139,136,1,,,
-60,-60,146,135,126,,,
-60,-60,146,135,126,,,
